Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
햄스터 성격,Informational,260,"0.35,0.29,0.29,0.23,0.23,0.19,0.23,0.15,0.29,0.81,1.00,0.67",21,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
b 형 여자 성격,Informational,210,"0.81,0.81,0.81,1.00,0.81,1.00,1.00,1.00,0.81,1.00,0.81,0.81",19,0.00,0.33,"Image pack, Video, Video carousel, People also ask, Related searches"
big 5 성격 검사,"Informational, Transactional",210,"0.66,0.66,0.81,0.81,0.66,0.53,0.66,0.53,1.00,1.00,1.00,0.81",14,0.26,0.35,"Reviews, Image pack, Video, Video carousel, Related searches"
disc 성격 유형,Informational,210,"1.00,1.00,0.81,0.66,0.53,0.53,0.16,0.16,0.28,0.34,0.28,0.22",23,0.15,0.08,"AI Overview, Video, People also ask, Knowledge panel, Related searches"
hexaco 성격 검사,Informational,210,"0.28,0.53,1.00,0.66,0.66,0.53,1.00,0.66,0.81,0.66,0.53,0.44",15,0.39,0.36,"Video, Related searches, Ads top, Ads bottom"
mbti 성향,Informational,210,"0.81,0.81,1.00,0.81,0.81,1.00,1.00,1.00,1.00,1.00,0.81,0.81",24,0.04,0.03,"Image pack, Video, Video carousel, Related searches"
개구쟁이 성격,Informational,210,"0.53,1.00,0.81,0.81,0.53,0.53,0.53,0.66,0.81,0.81,0.81,0.81",25,0.00,0.33,"Sitelinks, Video, Related searches"
너구리 성격,Informational,210,"0.54,0.54,0.81,0.81,0.81,0.65,0.65,0.65,1.00,0.81,1.00,1.00",25,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
도베르만 성격,Informational,210,"0.66,0.66,0.53,0.66,0.44,0.53,0.81,0.66,0.66,0.81,0.81,1.00",22,0.74,0.03,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
도화살 성격,Informational,210,"0.82,0.67,0.82,1.00,0.54,0.28,0.36,0.44,0.44,0.54,0.54,0.54",26,0.00,0.06,"AI Overview, Video, People also ask, Related searches"
동물 성격 테스트,Informational,210,"0.65,1.00,0.65,0.81,0.65,0.81,0.65,0.65,1.00,1.00,0.81,1.00",12,0.00,0.01,"Video, Video carousel, Related searches"
동숲 성격,Informational,210,"0.44,0.54,0.36,0.44,0.54,0.44,1.00,1.00,0.67,0.36,0.54,0.36",10,0.00,0.33,"Image, Image pack, Video, Video carousel, Related searches"
명랑 성격,Informational,210,"0.36,0.44,1.00,0.82,0.67,0.44,0.54,0.54,0.67,0.82,0.54,0.82",27,0.00,0.33,"Image pack, People also ask, Related searches"
무던한 성격,Informational,210,"0.81,1.00,0.81,0.65,0.54,0.81,0.81,0.65,0.65,0.65,0.81,0.65",28,0.00,0.33,"Featured snippet, Image pack, Video, Video carousel, Related searches"
박지훈 성격,Informational,210,"0.15,0.12,0.03,0.04,0.04,0.04,0.04,0.82,1.00,0.54,0.44,0.29",23,0.00,0.33,"AI Overview, Video, Video carousel, Related searches"
반사회성 성격 장애,Informational,210,"0.53,0.53,0.66,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00",25,0.00,0.33,"AI Overview, Image, Video, People also ask, Related searches"
별자리 별 성격,Informational,210,"0.81,1.00,1.00,0.81,0.81,0.81,1.00,0.65,0.81,0.81,0.81,0.81",14,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
분열성 성격 장애,Informational,210,"0.65,0.65,0.81,1.00,0.81,1.00,0.65,0.54,0.65,0.81,0.81,0.65",11,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches"
비글 성격,Informational,210,"0.81,0.81,0.65,1.00,0.81,0.65,0.65,0.81,0.81,0.81,1.00,0.81",22,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
사모예드 성격,Informational,210,"0.54,0.44,0.54,0.44,0.54,0.54,0.67,0.54,0.67,1.00,0.82,0.54",21,0.00,0.01,"AI Overview, Image, Image pack, Video, Video carousel, People also ask"
성격 단점,Informational,210,"0.44,0.66,0.81,0.81,0.66,0.44,0.53,0.44,1.00,0.66,0.66,0.53",11,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
성격 민트,Informational,210,"0.24,0.44,0.36,1.00,0.44,0.44,0.36,0.36,0.36,0.36,0.29,0.24",23,0.00,0.33,"Video, Related searches"
성격 심리 테스트,Informational,210,"1.00,1.00,0.81,0.66,0.44,0.53,0.44,0.44,0.44,0.34,0.34,0.44",18,0.15,0.03,"Video, Video carousel, Related searches"
성격 유전,Informational,210,"1.00,0.81,0.81,0.81,0.81,0.81,0.65,0.65,0.65,0.81,0.65,0.65",17,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
성격 이 나빠서 죄송 합니다,Informational,210,"0.67,0.54,0.54,0.67,0.54,0.54,0.67,0.67,0.67,0.82,1.00,1.00",24,0.00,0.33,"Image pack, Video, Related searches"
성격 장애 테스트,Informational,210,"0.81,0.81,1.00,1.00,0.81,0.65,0.65,0.65,0.65,0.65,0.65,0.65",6,0.30,0.13,"Image, Video, People also ask"
세종대왕 성격,Informational,210,"0.15,0.23,0.81,1.00,0.81,0.35,0.10,0.19,0.44,0.54,0.35,0.29",19,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
신세계 이명희 성격,Informational,210,"1.00,0.54,0.36,0.44,0.44,0.54,0.18,0.23,0.10,0.10,0.82,0.18",26,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
아이유 성격,Informational,210,"0.54,0.44,0.44,0.36,0.44,0.36,0.23,0.36,0.44,1.00,0.67,0.44",19,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel"
요크셔 테리어 성격,Informational,210,"0.81,0.81,0.65,0.81,0.81,0.81,0.81,0.65,1.00,1.00,1.00,0.81",15,0.00,0.01,"AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
욱 하는 성격,Informational,210,"1.00,1.00,0.81,0.65,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00",15,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
이순신 성격,Informational,210,"0.29,0.15,0.44,0.66,1.00,0.24,0.12,0.08,0.24,0.36,0.24,0.29",15,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
인격 장애 종류,Informational,210,"1.00,0.81,1.00,0.81,1.00,0.81,0.81,0.81,0.81,0.65,0.81,0.81",23,0.00,0.01,"AI Overview, Image pack, Video, Related searches"
자기 소개서 성격 의 장단점 예시,Informational,210,"0.53,0.53,0.66,0.53,0.66,1.00,0.53,0.34,0.53,0.53,0.53,0.44",10,0.00,0.01,"AI Overview, Video, Related searches"
처녀 자리 성격,Informational,210,"0.81,0.81,1.00,0.66,0.66,0.66,0.66,0.44,0.53,0.66,0.66,0.66",20,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Related searches"
특질 뜻,Informational,210,"0.81,0.81,0.81,1.00,0.67,0.81,0.81,0.81,0.81,0.81,0.81,0.81",22,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
허스키 성격,Informational,210,"0.66,0.53,0.53,0.81,0.81,0.66,1.00,0.66,0.81,0.81,1.00,0.81",27,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
16 퍼스널리티,Navigational,170,"0.67,0.67,1.00,0.67,0.52,0.81,0.67,0.67,1.00,1.00,0.67,0.81",30,0.11,0.09,"Sitelinks, Reviews, Video, Related searches"
intp 여자 성격,Informational,170,"1.00,0.81,0.81,0.81,0.54,0.65,0.65,0.65,0.54,0.42,0.42,0.54",23,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
경계선 성격 장애 치료,Informational,170,"0.66,0.53,0.53,0.53,0.53,0.53,0.53,1.00,0.53,0.53,0.53,0.44",23,4.38,0.09,"AI Overview, Video, Video carousel, People also ask, Related searches"
고등어 고양이 성격,Informational,170,"0.81,0.81,0.81,1.00,1.00,0.81,0.67,0.67,0.81,0.67,0.67,0.81",26,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
긴장 많이 하는 성격,Informational,170,"0.67,0.81,0.81,0.81,0.81,1.00,0.67,0.67,0.81,0.81,0.52,0.52",17,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
냉정 성격,Informational,170,"0.18,0.36,0.23,0.36,0.28,0.28,0.28,0.67,1.00,0.54,0.36,0.44",18,0.00,0.00,"Image pack, Video, Related searches"
네팔 여자 성격,Informational,170,"0.44,0.54,1.00,0.44,0.36,0.28,0.36,0.23,0.28,0.23,0.18,0.23",10,0.00,0.33,"AI Overview, Reviews, Image pack, Video, Video carousel, People also ask, Related searches"
드퀘 3 성격,Informational,170,"0.54,0.65,0.65,0.81,1.00,0.54,0.65,0.54,0.42,0.27,0.65,0.81",26,0.00,0.33,"Video, Video carousel, People also ask, Related searches"
렉돌 성격,Informational,170,"0.81,0.67,0.52,0.67,0.67,0.81,0.81,1.00,0.81,0.81,0.81,0.81",31,0.87,0.05,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
리트리버 성격,Informational,170,"0.65,0.81,0.65,0.81,0.54,0.42,0.65,0.65,0.65,1.00,1.00,0.65",21,0.00,0.02,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
먼치킨 성격,Informational,170,"0.65,0.65,0.54,0.81,0.54,0.81,0.65,0.65,0.65,0.81,1.00,0.81",23,0.72,0.02,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
무료 성격 검사,Informational,170,"0.29,0.23,0.19,0.54,0.19,0.29,0.15,0.10,1.00,0.44,0.54,0.81",30,0.26,0.06,"Video, Related searches, Ads bottom"
보더 콜리 성격,Informational,170,"0.53,0.53,0.53,0.66,0.66,0.53,0.66,0.53,0.66,0.66,1.00,0.81",18,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, Related searches"
브래드 피트 성격,Informational,170,"0.36,0.12,1.00,0.30,0.01,0.01,0.01,0.03,0.01,0.01,0.03,0.05",23,0.00,0.33,"Image pack, Video, People also ask, Related searches"
브리티쉬 숏 헤어 성격,Informational,170,"0.81,0.81,0.67,1.00,0.81,0.67,0.67,0.81,0.81,0.81,0.81,0.67",19,0.00,0.02,"AI Overview, Image, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
비숑 프리제 성격,Informational,170,"0.81,1.00,0.81,0.81,0.81,0.67,0.67,0.81,0.81,1.00,1.00,1.00",23,0.84,0.03,"AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
사주 성격,Informational,170,"1.00,0.81,0.81,0.81,0.81,1.00,0.81,0.67,0.67,1.00,1.00,1.00",13,0.19,0.28,"AI Overview, Video, Video carousel, People also ask, Related searches"
삽살개 성격,Informational,170,"1.00,0.65,0.54,0.65,0.54,0.42,0.65,0.42,0.54,0.65,0.65,0.81",21,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
색깔 성격 테스트,Informational,170,"1.00,0.81,0.81,0.81,0.81,0.67,0.81,0.67,0.67,0.67,0.67,1.00",10,0.00,0.33,"Image pack, Video, Video carousel"
성격 5 요인,Informational,170,"0.67,0.67,0.81,1.00,1.00,0.81,0.43,0.33,0.81,1.00,0.81,0.81",16,0.13,0.03,"AI Overview, Image pack, Video, Video carousel, Knowledge panel, Related searches"
성격 강점 검사,Informational,170,"0.34,0.28,1.00,0.53,0.66,0.44,0.22,0.28,1.00,0.44,0.53,0.22",8,0.29,0.06,"Image pack, Video, Video carousel, Related searches, Ads bottom"
성격 더러운 성씨 순위,Informational,170,"0.81,1.00,0.81,0.81,0.65,0.65,0.65,0.54,0.54,0.42,0.54,0.54",25,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
성격 유형 검사 mbti,Informational,170,"0.11,0.17,0.14,0.09,0.11,0.11,0.09,0.07,0.09,0.01,0.05,1.00",30,0.03,0.27,"Image pack, Video, Related searches"
성격 유형 검사 종류,Informational,170,"0.65,0.42,0.54,0.54,0.81,0.65,0.81,0.65,0.81,1.00,1.00,0.81",15,0.08,0.04,"AI Overview, Image pack, Video, People also ask"
성격 을 나타내는 단어,Informational,170,"0.65,0.54,0.65,0.54,0.54,0.54,0.42,0.42,0.81,0.65,0.54,1.00",19,0.00,0.33,"Image pack, Video, Video carousel, People also ask, Related searches"
성격 의 단점,Informational,170,"0.42,0.54,0.65,0.65,1.00,0.54,0.42,0.54,0.65,0.65,0.81,0.54",10,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
성격 장단점 예시,Informational,170,"0.81,0.67,0.81,0.81,0.52,0.67,0.52,0.52,1.00,0.67,0.67,0.43",10,0.00,0.01,"AI Overview, Image pack, Video, Related searches"
성격 좋은 여자,"Informational, Transactional",170,"0.66,0.53,0.53,0.66,1.00,0.44,0.34,0.34,0.44,0.44,0.53,0.44",16,0.00,0.33,"Image pack, Video, Video carousel, Related searches"
소심한 성격,Informational,170,"0.67,0.81,1.00,0.81,0.81,1.00,0.67,0.81,1.00,0.81,0.81,1.00",17,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
수달 성격,Informational,170,"0.44,0.44,0.66,0.53,0.44,0.28,0.34,0.34,0.53,0.81,0.81,1.00",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
스코티시 폴드 성격,Informational,170,"0.81,0.67,0.67,1.00,0.67,0.81,1.00,0.81,0.81,0.81,0.81,0.67",19,0.00,0.33,"AI Overview, Image, Video, Video carousel, Related searches"
시베리안 허스키 성격,Informational,170,"0.67,0.67,0.81,0.67,0.67,0.81,0.67,0.81,0.81,1.00,1.00,1.00",24,0.00,0.02,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
안유진 성격,Informational,170,"0.81,0.54,0.65,1.00,0.35,0.42,0.54,0.54,0.42,0.42,0.54,0.35",24,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
양 성격,Informational,170,"0.65,0.65,0.65,0.54,0.54,0.65,0.65,0.65,0.81,0.81,1.00,0.81",24,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
양띠 성격,Informational,170,"0.67,0.81,0.67,1.00,0.81,0.81,0.81,0.67,0.52,0.67,0.52,0.67",11,0.00,0.33,"Sitelinks, AI Overview, People also ask, Related searches"
예민한 성격,Informational,170,"1.00,1.00,1.00,0.81,0.67,0.81,0.67,0.67,0.81,0.81,0.67,0.43",19,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
자기 소개서 성격 의 장단점 잘 쓴예,Informational,170,"0.81,0.81,0.81,0.81,1.00,0.52,0.52,0.43,0.67,0.52,0.43,0.43",12,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
자기애 성 성격 장애 치료,Informational,170,"0.36,0.44,0.28,0.18,0.23,0.54,0.54,1.00,0.44,0.28,0.28,0.36",24,0.00,0.06,"AI Overview, Video, People also ask, Related searches"
자기애 성 성격 장애 테스트,Informational,170,"0.54,0.65,0.54,0.42,0.42,0.42,0.81,1.00,0.81,0.65,0.65,0.65",15,1.13,0.14,"Reviews, Video, People also ask, Related searches"
자기애 적 성격 장애,Informational,170,"0.67,0.81,0.81,0.67,1.00,1.00,0.81,0.52,0.81,1.00,1.00,0.81",15,0.00,0.33,"AI Overview, Image, Video, Video carousel, People also ask, Related searches"
자소서 성격 의 장단점 예시,Informational,170,"0.53,0.53,0.66,0.53,0.66,1.00,0.53,0.34,0.53,0.53,0.53,0.44",10,0.04,0.04,"Image pack, Video, Related searches"
자캐 성격 키워드,Informational,170,"1.00,0.81,0.81,0.67,0.24,0.81,0.81,0.67,0.67,0.67,0.52,0.67",12,0.00,0.33,"Image pack, Related searches"
장원영 성격,Informational,170,"0.66,0.53,0.53,0.66,0.44,0.53,0.53,0.66,0.66,0.66,0.66,1.00",20,0.00,0.33,"AI Overview, Image, Image pack, Video"
저먼 셰퍼드 성격,Informational,170,"0.81,0.81,0.52,0.67,0.67,0.67,0.81,1.00,1.00,1.00,0.81,1.00",26,0.00,0.33,"AI Overview, Image, Video, People also ask, Related searches"
차분한 성격,Informational,170,"0.65,1.00,1.00,1.00,0.82,1.00,0.82,0.82,1.00,1.00,1.00,0.65",18,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
치즈 냥이 성격,Informational,170,"0.67,1.00,0.81,0.81,0.81,0.67,0.81,0.81,0.67,0.81,1.00,1.00",20,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
태어난 시간 성격,Informational,170,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.82,0.82,1.00,0.65,1.00",23,0.00,0.02,"AI Overview, Image, Video, Related searches"
포메 성격,Informational,170,"0.65,0.65,0.54,0.65,0.65,0.65,0.65,0.65,0.81,0.81,0.81,1.00",26,0.00,0.01,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
피카츄 성격 추천,Informational,170,"0.28,0.44,0.44,1.00,0.53,0.34,0.44,0.53,0.81,0.66,0.53,0.44",23,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Related searches"
한화 서영민 성격,Informational,170,"0.81,0.65,0.81,1.00,0.65,0.54,0.65,0.27,0.65,0.42,0.27,0.42",12,0.00,0.33,"Image pack, People also ask, Related searches"
회피형 성격 장애,Informational,170,"0.54,0.54,1.00,1.00,0.81,0.81,0.81,0.54,0.65,0.54,0.42,0.54",12,0.00,0.01,"AI Overview, Image, Image pack, Video, Video carousel, Related searches"
a 형 여자 성격,Informational,140,"1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.24,0.29,0.29,0.65",19,0.00,0.33,"AI Overview, Video, People also ask"
b 형 남자 성격,Informational,140,"1.00,0.81,0.81,0.81,1.00,0.67,0.81,0.33,0.19,0.43,0.43,0.67",17,0.00,0.33,"Image pack, Video, People also ask, Related searches"
hsp 성격,Informational,140,"1.00,0.53,0.82,0.65,0.82,0.82,0.82,0.82,0.65,0.82,0.53,0.24",22,0.00,0.02,"AI Overview, Image pack, Video, People also ask, Related searches"
개띠 성격,Informational,140,"0.65,0.82,0.65,0.65,1.00,0.82,1.00,0.82,0.65,0.65,0.65,0.65",10,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
경계선 성격 장애 테스트,Informational,140,"0.81,1.00,0.67,0.81,0.67,0.81,0.81,0.43,0.52,0.43,0.52,0.52",16,0.33,0.25,"Image, Image pack, Video, People also ask, Related searches"
고등어 태비 성격,Informational,140,"1.00,1.00,0.65,1.00,0.82,0.53,0.82,0.53,1.00,0.82,0.82,0.82",23,0.00,0.33,"AI Overview, Image, Video, Related searches"
고릴라 성격,Informational,140,"0.82,0.82,0.53,0.53,0.82,0.53,0.65,0.65,0.65,1.00,1.00,0.82",23,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
고양이 발바닥 성격,Informational,140,"0.03,1.00,0.24,0.19,0.01,0.01,0.01,0.01,0.03,0.01,0.36,0.02",22,0.00,0.33,"Image, Image pack, Video, Video carousel, Related searches"
나는 어떤 사람 인가,Informational,140,"0.42,0.54,0.54,0.54,0.54,0.54,0.42,0.54,0.81,1.00,0.81,1.00",10,0.17,0.04,"AI Overview, Image pack, Video, Video carousel, Related searches"
내성적 인 성격,Informational,140,"0.65,0.65,0.82,0.82,0.53,0.65,0.82,0.65,1.00,0.82,0.82,0.82",18,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
다운 증후군 성격,Informational,140,"0.35,1.00,0.42,0.81,0.42,0.19,0.27,0.35,0.65,0.54,0.35,0.54",15,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
덜렁 거리는 성격,Informational,140,"0.67,0.81,0.67,0.81,0.52,0.67,0.52,0.67,1.00,0.81,0.81,0.81",26,0.00,0.33,"AI Overview, Video, Video carousel, Related searches"
라프라스 성격,Informational,140,"0.52,1.00,0.81,0.52,0.33,0.43,0.52,0.67,1.00,0.52,0.43,0.33",24,0.00,0.33,"Sitelinks, AI Overview, Video, Related searches"
말띠 여자 성격,Informational,140,"0.67,0.67,0.67,0.67,0.67,1.00,1.00,0.67,0.33,0.33,0.33,0.24",14,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
면접 성격 장단점,Informational,140,"0.52,0.52,0.67,0.81,1.00,0.67,0.67,0.52,0.67,1.00,1.00,0.67",13,0.00,0.02,"AI Overview, Video, Video carousel, Related searches"
배씨 성격,Informational,140,"0.02,0.05,0.02,1.00,0.81,0.03,0.15,0.02,0.02,0.12,0.08,0.02",23,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
뱀띠 성격,Informational,140,"0.82,1.00,0.65,0.82,0.65,1.00,1.00,0.82,0.65,0.82,0.53,0.53",18,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
블래키 성격,Informational,140,"0.27,1.00,1.00,1.00,0.81,0.54,0.42,0.35,0.42,0.42,0.42,0.54",20,0.00,0.33,"AI Overview, Video, Related searches"
빅 5 성격 검사,"Informational, Commercial",140,"0.36,0.36,0.36,0.23,0.23,0.23,0.54,0.44,0.82,0.54,1.00,0.54",15,0.22,0.19,"Image pack, Video, Video carousel, Related searches, Ads top, Ads bottom"
사수 자리 성격,Informational,140,"0.52,0.81,1.00,0.67,0.67,0.81,0.67,0.52,0.52,0.67,0.67,0.81",17,0.00,0.33,"AI Overview, Related searches"
삼색 고양이 성격,Informational,140,"0.82,1.00,0.82,1.00,0.53,0.65,0.53,0.65,0.53,0.53,0.82,0.65",16,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel"
생일 별자리 성격,Informational,140,"0.67,0.67,1.00,0.81,0.81,0.67,0.52,0.33,0.52,0.43,0.43,0.33",10,0.00,0.33,"AI Overview, Image pack, Related searches"
성격 고치는 법,Informational,140,"1.00,0.19,0.01,0.01,0.01,0.08,0.01,0.01,0.06,0.06,0.01,0.02",19,0.00,0.01,"AI Overview, Video, Related searches"
성격 장점,Informational,140,"0.52,0.52,0.67,0.67,0.67,0.43,0.33,0.33,1.00,0.67,0.81,0.43",11,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
성격 좋은 사람 특징,Informational,140,"0.82,0.82,0.82,0.82,0.82,1.00,0.65,0.65,0.82,0.65,0.82,0.53",18,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
성격 파탄자,Informational,140,"1.00,0.82,0.82,0.65,0.65,0.82,0.82,0.65,0.65,0.82,0.65,0.82",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
아비시니안 성격,Informational,140,"0.53,1.00,0.82,0.82,0.82,1.00,1.00,0.82,0.82,0.82,1.00,1.00",20,0.83,0.06,"AI Overview, Image, Video, Video carousel, Related searches"
아인슈타인 성격,Informational,140,"1.00,0.79,1.00,0.79,1.00,0.50,0.50,0.50,1.00,0.79,0.79,0.64",20,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
안중근 성격,Informational,140,"0.13,0.23,0.44,0.44,0.82,1.00,0.05,0.05,0.18,0.28,0.23,0.23",22,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
의존성 성격 장애 테스트,Informational,140,"0.81,0.81,1.00,0.52,0.67,0.81,0.81,0.81,0.67,0.81,0.52,0.52",6,1.45,0.18,"Image pack, Video, Related searches"
이재용 성격,Informational,140,"0.65,0.65,0.65,0.81,1.00,0.54,0.27,0.35,0.42,0.42,0.54,0.42",15,0.00,0.33,"AI Overview, Image, Image pack, Video, Related searches"
정씨 성격,Informational,140,"0.42,0.35,0.42,0.35,0.65,0.81,0.65,0.65,0.65,0.65,1.00,0.65",23,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
쥐띠 여자 성격,Informational,140,"1.00,1.00,0.82,0.82,0.65,1.00,1.00,0.53,0.65,0.29,0.24,0.41",13,0.00,0.33,"Video, People also ask, Related searches"
짱구 성격,Informational,140,"0.27,0.35,0.42,0.35,0.42,0.54,0.54,0.42,0.81,1.00,1.00,0.81",24,0.00,0.33,"AI Overview, Image pack, Video, Related searches"
코숏 성격,Informational,140,"0.65,0.82,0.82,0.82,0.65,0.82,0.82,0.65,0.65,1.00,1.00,1.00",22,0.58,0.02,"AI Overview, Image, Image pack, Video, Video carousel, Related searches"
코알라 성격,Informational,140,"0.81,0.81,0.52,0.43,0.43,0.33,0.43,0.33,0.43,0.81,1.00,1.00",23,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
토이 푸들 성격,Informational,140,"0.65,0.65,0.82,1.00,0.82,0.82,0.82,0.82,0.65,1.00,0.82,0.82",32,0.67,0.02,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
퍼그 성격,Informational,140,"0.67,0.67,0.67,0.81,1.00,0.67,0.52,0.52,0.67,0.81,1.00,0.67",26,0.00,0.02,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
퍼스널리티 뜻,Informational,140,"0.65,0.82,0.82,1.00,0.65,0.82,0.65,0.82,0.82,0.82,0.82,0.82",23,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches"
페르시안 고양이 성격,Informational,140,"0.52,0.52,0.52,0.67,0.52,0.67,0.52,0.81,0.81,1.00,0.81,0.67",18,0.87,0.06,"AI Overview, Image, Image pack, Video, Video carousel, Related searches"
펭귄 성격,Informational,140,"0.53,0.53,0.65,0.65,0.82,0.82,0.53,0.41,1.00,1.00,1.00,0.82",24,0.00,0.33,"AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
포켓몬 성격 겁쟁이,Informational,140,"0.01,0.67,1.00,0.12,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.05",21,0.00,0.33,Related searches
포켓몬 성격 고집,Informational,140,"0.33,1.00,1.00,1.00,0.52,0.43,0.43,0.52,0.67,0.52,0.52,0.52",23,0.00,0.33,"Image pack, Video, Related searches"
프렌치 불독 성격,Informational,140,"0.42,0.35,0.42,0.54,0.42,0.35,0.42,0.54,0.54,0.81,1.00,0.81",25,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
혈액형 성격 테스트,Informational,140,"0.82,1.00,0.65,0.65,0.65,0.82,1.00,0.53,0.65,0.82,0.65,0.65",14,0.17,0.06,"Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
회피 성 성격 장애 치료,Informational,140,"0.01,1.00,0.12,0.12,0.44,0.01,0.01,0.01,0.01,0.02,0.01,0.02",12,4.68,0.08,"AI Overview, Video, Related searches"
히스테리 성 성격 장애,Informational,140,"0.67,0.81,0.81,0.43,0.81,0.81,1.00,0.81,0.67,0.52,0.52,0.67",15,0.00,0.03,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
a 형 남자 성격,Informational,110,"0.79,0.79,1.00,0.64,1.00,1.00,0.64,0.50,0.36,0.50,0.64,0.79",16,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
big 5 성격 테스트,Informational,110,"1.00,1.00,0.79,0.64,0.64,0.50,0.50,0.79,0.50,0.50,1.00,1.00",11,0.26,0.03,"Reviews, Video, Video carousel, Related searches"
intj 여자 성격,Informational,110,"0.79,0.79,0.64,0.79,1.00,0.79,1.00,0.36,0.79,0.79,0.64,0.79",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, Related searches"
neo 성격 검사,Informational,110,"0.41,0.65,1.00,0.65,0.65,0.41,0.29,0.29,1.00,0.82,0.65,0.53",9,0.00,0.02,"Video, People also ask, Related searches"
