Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features
mbti a,Informational,1000,"1.00,1.00,1.00,0.77,0.77,0.77,0.77,0.68,0.77,1.00,1.00,0.77",32,0.54,0.01,"Sitelinks, AI Overview, Reviews, Image pack, Video, People also ask, Related searches"
mbti wiki,Informational,1000,"0.45,0.45,0.45,0.55,0.62,0.62,0.62,1.00,0.81,0.62,0.62,0.55",27,0.00,0.00,"People also ask, Related searches"
mbti 主人公 恋愛,Informational,1000,"0.68,0.68,0.77,0.77,0.77,0.77,0.77,0.77,0.77,1.00,1.00,1.00",16,0.01,0.33,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches"
mbti 主人公 特徴,Informational,1000,"0.67,0.67,0.67,0.67,0.54,0.54,0.67,0.67,0.79,0.79,1.00,1.00",20,0.17,0.01,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Short videos, People also ask, Related searches"
mbti 人気 ランキング,Informational,1000,"0.77,1.00,1.00,0.77,0.68,0.55,0.55,0.55,0.68,1.00,0.77,0.77",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti 分布,Informational,1000,"1.00,1.00,1.00,0.88,0.88,1.00,0.88,0.88,0.88,1.00,1.00,0.88",25,0.00,0.33,"Sitelinks, Image pack, People also ask, Related searches"
mbti 擁護者 相性,Informational,1000,"0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,1.00,0.77",16,0.12,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti 有名人,Informational,1000,"1.00,1.00,1.00,1.00,0.88,0.88,0.88,0.72,0.72,0.72,0.88,0.72",20,0.00,0.33,"Image pack, Video, People also ask, Related searches"
mbti 本,Commercial,1000,"1.00,1.00,1.00,0.77,1.00,0.77,0.77,0.55,0.55,0.68,0.68,0.77",29,0.05,0.53,"Sitelinks, Image pack, Video, People also ask, Related searches, Popular products"
mbti 芸能人,Informational,1000,"1.00,1.00,0.77,0.68,0.55,0.68,0.68,0.55,0.68,0.55,0.77,0.55",18,0.00,0.33,"Image pack, Video, People also ask, Related searches"
mbti 診断 enfp,Informational,1000,"0.81,1.00,0.81,0.81,0.62,0.55,0.45,0.30,0.45,0.45,0.55,0.62",23,0.20,0.02,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
mbti 診断 isfp,Informational,1000,"1.00,1.00,1.00,1.00,0.68,1.00,0.77,0.68,0.68,0.68,0.77,0.77",26,0.24,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti 診断 割合,Informational,1000,"1.00,1.00,1.00,1.00,0.68,0.68,0.68,0.55,0.55,0.55,0.68,0.55",18,0.00,0.33,"Sitelinks, AI Overview, Image pack, People also ask, Related searches"
mbti 診断 無料,Informational,1000,"0.55,0.81,0.55,0.62,0.55,0.55,1.00,0.81,1.00,0.62,0.55,0.55",30,0.14,0.33,"Video, People also ask, Related searches, Ads top, Ads middle"
mbti 顔,Informational,1000,"0.24,1.00,0.44,0.24,0.20,0.20,0.13,0.13,0.13,0.16,0.13,0.11",29,0.00,0.33,"Image, Image pack, Video, Video carousel, People also ask, Related searches"
mbti診断 意味,Informational,1000,"1.00,1.00,0.77,1.00,0.77,0.77,0.77,1.00,0.77,0.77,0.77,0.55",30,0.00,0.00,"AI Overview, Video, Related searches"
txt mbti,Informational,1000,"1.00,0.62,0.62,0.62,0.62,1.00,0.62,0.55,0.55,0.62,0.62,0.45",25,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
スティーブ ジョブズ mbti,Informational,1000,"1.00,1.00,1.00,0.77,0.77,0.77,0.68,0.68,0.68,0.77,0.77,0.68",28,0.00,0.33,"AI Overview, Image pack, Video, People also ask, Related searches"
ドラえもん mbti,Informational,1000,"1.00,1.00,0.77,0.68,0.77,0.77,0.77,0.77,1.00,0.77,0.68,0.68",33,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
ヘタリア mbti,Informational,1000,"1.00,1.00,0.62,0.62,0.62,0.62,0.81,0.55,0.62,0.62,0.62,0.55",33,0.00,0.33,"Reviews, Image pack, Video, People also ask, Related searches"
ポケモン mbti,Informational,1000,"0.37,0.37,0.37,0.67,0.67,0.67,0.37,0.30,0.37,1.00,0.42,0.30",22,0.00,0.33,"Image pack, Video, Video carousel, People also ask, Related searches"
刀剣 乱舞 mbti,Informational,1000,"0.62,1.00,0.62,0.45,0.55,0.62,0.62,0.55,0.55,0.55,0.45,0.37",22,0.00,0.33,"Image pack, Short videos, Related searches"
心理 機能 mbti,Informational,1000,"0.77,0.77,0.77,0.68,0.77,0.68,0.68,0.77,1.00,1.00,1.00,1.00",9,0.50,0.01,"Image pack, Video, Related searches"
簡単mbti診断,Informational,1000,"1.00,1.00,0.77,0.77,0.55,0.55,0.55,0.55,0.55,0.68,0.77,0.68",28,0.10,0.20,"Video, People also ask, Related searches"
運動家 mbti 特徴,Informational,1000,"0.46,0.46,0.46,0.46,0.53,0.53,0.53,0.46,0.68,0.68,1.00,1.00",15,0.14,0.33,"Sitelinks, AI Overview, Reviews, Video, People also ask, Related searches"
ateez mbti,Informational,880,"0.37,0.68,0.77,0.77,1.00,0.55,0.55,0.45,0.68,0.45,0.68,0.68",18,0.00,0.00,"Video, Video carousel, People also ask, Related searches"
entp mbti,Informational,880,"0.88,0.88,0.88,0.72,0.72,1.00,0.88,0.72,0.72,0.88,0.88,0.88",21,0.81,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
intj mbti,Informational,880,"1.00,1.00,1.00,0.82,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",23,0.62,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
isfj mbti,Informational,880,"0.88,0.72,0.72,0.72,0.72,0.88,0.88,0.72,0.88,0.88,0.88,1.00",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
istj mbti,Informational,880,"0.68,0.68,0.55,0.55,0.55,1.00,0.68,0.55,0.68,0.68,0.68,0.68",24,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
mbti infp 相性,Informational,880,"1.00,1.00,0.88,0.88,0.88,0.88,0.72,0.72,0.88,0.88,0.72,0.72",24,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Short videos, People also ask, Related searches"
mbti sn,Informational,880,"1.00,0.88,0.88,0.88,1.00,1.00,0.72,0.72,0.72,0.88,0.88,0.88",21,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti わかりやすく,Informational,880,"0.45,0.45,0.55,0.55,0.68,0.77,0.77,0.77,0.68,0.77,1.00,0.77",25,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti 職業,Informational,880,"1.00,1.00,1.00,0.88,0.88,0.72,0.88,0.59,0.72,0.72,0.88,0.72",9,0.62,0.18,"AI Overview, Image pack, Video, People also ask, Related searches"
mbti 診断 isfj,Informational,880,"0.77,1.00,0.77,0.77,0.55,0.55,0.55,0.45,0.55,0.55,0.55,0.55",15,0.18,0.03,"AI Overview, Image pack, Video, People also ask, Related searches"
newjeans mbti,Informational,880,"0.77,0.55,0.45,0.37,0.55,0.68,0.45,0.55,0.68,0.55,0.77,1.00",13,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
セブチ mbti,Informational,880,"1.00,1.00,0.62,0.81,0.45,0.45,0.45,0.45,0.45,0.30,0.37,0.45",26,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
ソシオニクス mbti,Informational,880,"1.00,0.62,0.62,0.55,0.55,0.45,0.45,0.55,0.45,0.55,0.30,0.24",13,0.00,0.01,"Sitelinks, Image, Image pack, Video, Related searches"
ヒプマイ mbti,Informational,880,"1.00,0.88,0.88,0.72,0.72,0.59,0.48,0.48,0.59,0.59,0.48,0.48",33,0.00,0.33,"Image pack, People also ask, Related searches"
主人公 mbti 特徴,Informational,880,"0.84,0.68,0.68,0.68,0.68,0.84,0.84,0.68,0.84,1.00,1.00,1.00",20,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
指揮官 mbti 男性,Informational,880,"0.55,0.55,0.77,0.55,0.55,0.55,0.55,0.55,0.55,0.77,1.00,0.77",14,0.00,0.33,"Sitelinks, AI Overview, Video, People also ask, Related searches"
芸能人 mbti,Informational,880,"1.00,1.00,1.00,0.88,0.88,0.88,0.88,0.72,0.88,0.88,0.88,0.88",20,0.00,0.33,"Sitelinks, Image pack, Video, People also ask, Related searches"
aespa mbti,Informational,720,"0.68,0.45,1.00,0.55,0.68,0.68,0.45,0.55,0.37,0.37,0.30,0.25",29,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask"
enfj mbti,Informational,720,"0.82,1.00,1.00,1.00,0.82,1.00,1.00,0.67,0.82,1.00,1.00,0.82",23,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
enhypen mbti,Informational,720,"1.00,1.00,0.72,0.72,1.00,1.00,0.59,0.59,0.59,0.59,0.72,0.48",26,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
esfj mbti,Informational,720,"0.82,0.82,0.82,0.82,0.67,1.00,0.67,0.67,0.82,0.82,0.82,0.82",20,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
esfp mbti,Informational,720,"1.00,1.00,0.82,0.82,0.82,1.00,0.82,0.82,0.82,0.82,1.00,0.82",26,0.00,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches"
estp mbti,Informational,720,"0.82,0.82,0.82,0.82,0.67,1.00,0.82,0.67,0.67,0.82,0.82,0.82",20,0.00,0.33,"AI Overview, Video, People also ask, Related searches"
iq mbti,Informational,720,"0.82,1.00,0.82,0.67,0.67,0.55,0.55,0.44,0.55,0.44,0.55,0.55",33,0.00,0.33,"Image pack, Video, People also ask, Related searches"
istp mbti,Informational,720,"0.72,0.72,0.72,0.72,0.72,1.00,0.88,0.72,0.88,0.72,0.88,0.88",21,0.48,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
mbti iq,Informational,720,"0.82,1.00,0.82,0.67,0.67,0.55,0.55,0.44,0.55,0.44,0.55,0.55",30,0.00,0.33,"Image pack, Video, People also ask, Related searches"
mbti エニアグラム,Informational,720,"0.37,0.37,0.30,0.30,0.37,1.00,0.37,0.45,0.30,0.30,0.24,0.24",18,0.32,0.18,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti サイコパス,Informational,720,"0.68,0.55,0.45,0.45,1.00,0.77,0.68,0.68,0.55,0.37,0.30,0.30",12,0.00,0.00,"AI Overview, Video, People also ask, Related searches"
mbti ジブリ,Informational,720,"0.82,0.82,0.82,1.00,0.67,0.67,0.67,0.55,0.44,0.44,0.82,0.44",32,0.00,0.33,"Image, Image pack, People also ask, Related searches"
mbti ハリー ポッター,Informational,720,"0.67,1.00,1.00,1.00,1.00,0.82,0.67,0.44,0.55,0.82,0.67,0.44",32,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
mbti 仕事,Informational,720,"0.82,0.82,0.82,0.82,1.00,1.00,1.00,0.82,0.82,1.00,0.82,0.67",11,0.74,0.28,"AI Overview, Video, People also ask, Related searches"
mbti 分け 方,Informational,720,"0.82,0.82,0.82,1.00,0.82,0.67,0.67,0.67,0.67,0.82,0.82,0.82",26,0.62,0.01,"Image pack, Video, People also ask, Related searches"
mbti 年収,Informational,720,"0.45,0.77,0.55,0.45,0.30,0.37,1.00,0.37,0.30,0.37,0.25,0.25",29,0.00,0.33,"Image pack, Video, Video carousel, People also ask, Related searches"
mbti 心理 機能 一覧,Informational,720,"0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67",7,0.00,0.33,"Image pack, Video, Related searches"
mbti 略,Informational,720,"1.00,1.00,0.82,1.00,0.82,0.82,0.67,0.55,0.55,0.67,1.00,0.67",25,0.00,0.33,"AI Overview, Image, Image pack, Video, People also ask, Related searches"
mbti 相性 enfp,Informational,720,"1.00,1.00,1.00,0.88,0.88,0.59,0.72,0.48,0.59,0.59,0.26,0.26",15,0.01,0.01,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
mbti 簡単に,Informational,720,"1.00,1.00,1.00,0.82,1.00,1.00,1.00,1.00,0.82,0.82,0.82,1.00",34,0.18,0.03,"AI Overview, Video, Video carousel, People also ask, Related searches"
mbti 簡易,Informational,720,"1.00,1.00,1.00,1.00,0.82,0.82,1.00,0.54,0.82,1.00,1.00,0.82",22,0.33,0.08,"Image pack, Video, Related searches"
mbti 診断 キャラ,Informational,720,"0.72,1.00,1.00,0.88,0.59,0.59,0.59,0.59,0.48,0.48,0.72,0.59",18,0.00,0.33,"Sitelinks, Image pack, People also ask, Related searches"
mbti 適職,Informational,720,"0.37,0.37,0.45,0.45,0.68,0.55,0.68,0.77,1.00,0.55,0.45,0.30",12,0.95,0.58,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom"
mbti診断 解説,Informational,720,"1.00,0.88,0.72,0.72,0.88,0.88,0.88,0.88,0.59,0.59,0.48,0.48",18,0.00,0.01,"Video, People also ask, Related searches"
mbti診断 韓国アイドル,Informational,720,"1.00,0.79,0.42,0.42,0.20,0.13,0.11,0.07,0.06,0.04,0.05,0.07",16,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
niziu mbti,Informational,720,"1.00,0.88,0.88,0.88,0.72,0.72,0.59,0.72,1.00,0.59,0.48,0.32",25,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
seventeen mbti,Informational,720,"1.00,0.88,0.88,0.72,0.48,0.48,0.72,0.59,0.59,0.48,0.72,0.59",22,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches"
tws mbti,Informational,720,"0.48,1.00,1.00,0.72,0.72,0.72,0.72,0.72,0.48,0.59,0.72,0.48",25,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
ウォニョン mbti,Informational,720,"0.48,0.39,0.48,0.59,0.59,0.59,0.88,0.88,0.72,1.00,1.00,1.00",33,0.00,0.00,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
ディズニー プリンセス mbti,Informational,720,"0.55,0.68,0.68,1.00,0.68,0.55,0.30,0.37,0.37,0.37,0.37,0.30",28,0.00,0.33,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
ドラゴンボール mbti,Informational,720,"1.00,1.00,0.82,0.55,0.55,0.82,0.67,0.67,0.67,0.67,0.67,0.55",16,0.00,0.33,"Video, People also ask, Related searches"
プリキュア mbti,Informational,720,"0.88,0.72,0.72,0.59,0.48,0.48,0.72,1.00,0.72,0.72,0.59,0.48",16,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
冒険家 mbti 特徴,Informational,720,"0.45,0.68,0.68,0.45,0.45,0.45,0.45,0.45,0.68,0.68,1.00,0.77",23,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
看護師 mbti,Informational,720,"0.59,0.48,0.48,0.48,0.59,0.59,0.88,1.00,1.00,1.00,1.00,0.88",24,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
起業家 mbti 相性,Informational,720,"0.45,0.45,0.55,0.45,0.45,0.37,0.30,0.30,0.45,0.45,0.62,1.00",15,0.01,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
entj mbti,Informational,590,"0.82,1.00,0.82,0.67,0.67,0.67,0.55,0.55,0.67,0.82,0.82,0.82",19,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
estj mbti,Informational,590,"0.67,0.67,0.67,0.67,0.55,1.00,0.67,0.67,0.67,0.67,0.82,0.67",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
hsp mbti,Informational,590,"0.67,1.00,0.67,0.67,0.67,0.44,0.55,0.44,0.44,0.44,0.55,0.44",27,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti ns,Informational,590,"0.37,0.30,0.30,0.45,0.45,0.45,0.37,0.37,0.37,0.68,0.77,1.00",7,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti nt,Informational,590,"1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67,1.00,1.00,1.00",32,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti とは 韓国,Informational,590,"0.00,0.00,0.00,1.00,0.46,0.38,0.38,0.68,0.38,0.21,0.46,0.14",28,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
mbti なんの略,Informational,590,"0.39,0.39,0.39,0.48,0.48,0.48,0.59,0.72,0.88,0.88,1.00,0.88",23,0.00,0.00,"AI Overview, Video, People also ask, Related searches"
mbti アイデンティティ,Informational,590,"1.00,1.00,1.00,1.00,0.82,0.67,0.54,0.54,0.54,0.67,0.67,0.67",29,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti アニメ,Informational,590,"1.00,0.82,0.82,0.55,0.55,0.55,0.55,0.82,0.82,0.55,0.55,0.67",24,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
mbti ペルソナ,Informational,590,"1.00,1.00,0.82,0.67,0.55,0.44,0.44,0.36,0.36,0.44,0.36,0.36",13,0.31,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti レア,Informational,590,"0.67,0.82,0.82,0.82,0.67,0.82,0.82,1.00,1.00,1.00,1.00,1.00",8,0.00,0.33,"People also ask, Related searches"
mbti 巨匠 性格,Informational,590,"0.46,0.46,0.38,0.53,0.46,0.53,0.46,0.46,0.53,0.68,1.00,0.84",18,0.18,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti 機能,Informational,590,"0.82,0.82,1.00,1.00,0.82,0.67,0.67,0.67,0.67,0.67,0.67,0.82",7,0.00,0.33,"Image pack, People also ask, Related searches"
mbti 相性 infp,Informational,590,"1.00,1.00,0.82,0.82,0.67,0.55,0.55,0.44,0.55,0.67,0.82,0.67",23,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
mbti 相性 isfp,Informational,590,"1.00,1.00,1.00,0.82,0.67,0.55,0.55,0.55,0.55,0.67,0.24,0.19",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Short videos, People also ask, Related searches"
mbti 診断 esfj,Informational,590,"0.82,1.00,0.82,0.67,0.55,0.55,0.55,0.36,0.36,0.44,0.44,0.55",16,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
mbti 診断 intj,Informational,590,"1.00,1.00,0.82,0.82,0.67,0.67,0.67,0.54,0.67,0.67,0.82,0.67",33,0.45,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
mbti 診断 intp,Informational,590,"1.00,1.00,1.00,1.00,0.82,0.67,0.67,0.54,0.54,0.67,0.67,0.67",21,0.19,0.02,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti 診断 istj,Informational,590,"0.82,1.00,1.00,0.82,0.54,0.82,0.67,0.44,0.54,0.67,0.67,0.67",21,0.56,0.01,"AI Overview, Image pack, Video, People also ask, Related searches"
mbti 診断 動物,Informational,590,"0.37,0.30,1.00,0.55,0.24,0.37,0.37,0.24,0.24,0.30,0.30,0.37",31,0.00,0.33,"Image pack, Video, People also ask, Related searches"
mbti 顔つき,Informational,590,"1.00,0.62,0.37,0.30,0.24,0.37,0.24,0.24,0.30,0.45,0.30,0.37",28,0.00,0.33,"Sitelinks, Image, Image pack, Video, Video carousel, People also ask, Related searches"
nf mbti,Informational,590,"0.67,0.67,0.67,1.00,0.82,0.67,0.67,0.55,0.67,0.82,0.82,0.67",33,0.00,0.33,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches"
nt mbti,Informational,590,"1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.67,1.00,1.00,1.00",32,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
riize mbti,Informational,590,"0.00,0.00,0.00,0.00,0.00,0.13,0.45,0.62,0.62,0.81,1.00,0.81",14,0.00,0.00,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
アニメ mbti,Informational,590,"1.00,1.00,0.82,0.82,0.82,0.67,0.82,0.67,0.67,0.67,0.67,0.54",33,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
エヴァ mbti,Informational,590,"0.67,0.67,0.67,1.00,0.82,0.67,0.82,1.00,1.00,0.54,0.67,0.44",32,0.00,0.33,"Sitelinks, Image pack, People also ask, Related searches"
ペルソナ mbti,Informational,590,"1.00,1.00,0.82,0.82,0.82,0.67,0.67,0.67,0.82,0.67,0.67,0.82",12,0.33,0.02,"Sitelinks, Image pack, Video, Related searches"
モンチッチ mbti,Informational,590,"0.00,0.00,0.00,0.00,0.00,0.03,1.00,0.53,0.53,0.67,0.44,0.20",19,0.00,0.33,"Sitelinks, Image, Image pack, Video, Related searches"
日本 mbti 割合,Informational,590,"0.82,1.00,0.82,0.67,0.55,0.67,0.55,0.44,0.55,0.67,0.67,0.55",22,0.00,0.33,"Sitelinks, AI Overview, People also ask, Related searches"
16 種類 性格 診断,Informational,480,"0.81,1.00,0.81,0.54,0.66,0.81,0.54,0.24,0.54,0.66,1.00,0.66",26,0.30,0.18,"Image pack, Video, Video carousel, People also ask, Related searches"
bleach mbti,Informational,480,"0.67,0.54,0.54,0.44,0.54,0.54,1.00,0.44,0.54,0.82,0.67,0.54",21,0.00,0.33,"Image, Image pack, Video, People also ask, Related searches"
fate mbti,Informational,480,"0.44,0.36,0.82,0.55,0.44,0.55,1.00,0.55,0.36,0.36,0.30,0.30",16,0.00,0.33,"Image pack, Video, People also ask, Related searches"
fgo mbti,Informational,480,"0.67,1.00,0.82,0.82,0.54,0.82,0.67,0.44,0.44,0.54,0.54,0.44",31,0.00,0.33,"Image pack, People also ask, Related searches"
mbti in love,Informational,480,"0.03,0.04,1.00,1.00,0.37,0.30,0.24,0.13,0.13,0.16,0.13,0.11",19,0.00,0.33,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
mbti intp 相性,Informational,480,"0.81,0.81,1.00,0.81,0.66,0.66,0.54,0.54,0.54,0.54,0.44,0.36",15,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask, Related searches"
mbti キャラ ディズニー,Informational,480,"1.00,1.00,0.82,0.54,0.44,0.44,0.44,0.36,0.36,0.29,0.36,0.24",20,0.00,0.33,"Sitelinks, Image, Image pack, Video, Related searches"
mbti パーセンテージ,Informational,480,"1.00,1.00,0.81,1.00,0.81,1.00,0.81,0.81,0.81,1.00,1.00,1.00",23,0.77,0.01,"Sitelinks, Image pack, People also ask, Related searches"
mbti 人口,Informational,480,"1.00,0.81,0.81,0.81,0.66,0.81,0.81,0.66,1.00,0.81,1.00,0.81",21,0.00,0.33,"Sitelinks, Image pack, People also ask, Related searches"
mbti 占い,Informational,480,"1.00,0.81,0.81,0.81,0.66,0.81,0.81,0.54,0.44,0.54,0.81,0.66",30,0.16,0.14,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti 口癖,Informational,480,"0.81,1.00,1.00,0.66,0.54,0.54,0.66,0.44,0.66,0.54,0.66,0.66",32,0.00,0.33,"Sitelinks, Image, Image pack, Video, People also ask, Related searches"
mbti 相性 infj,Informational,480,"0.82,1.00,1.00,0.82,0.67,0.54,0.54,0.44,0.67,0.67,0.36,0.29",15,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, Video carousel, People also ask, Related searches"
nct dream mbti,Informational,480,"1.00,0.37,0.30,0.25,0.20,0.25,0.20,0.20,0.37,0.30,0.37,0.30",27,0.00,0.00,"Sitelinks, AI Overview, Video, People also ask, Related searches"
nct mbti,Informational,480,"0.82,1.00,0.67,0.54,0.67,0.54,0.54,0.82,0.54,0.82,0.44,0.36",23,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
あなた の 性格 タイプ,Informational,480,"0.82,0.82,0.67,0.67,0.44,1.00,0.67,0.54,0.44,0.54,0.44,0.54",33,0.12,0.33,"Video, Video carousel, People also ask, Related searches"
ワールド トリガー mbti,Informational,480,"0.67,0.67,0.67,0.54,0.67,1.00,0.67,0.67,0.67,0.54,0.67,0.54",32,0.00,0.33,"People also ask, Related searches"
巨匠 mbti 男性,Informational,480,"0.02,0.02,0.04,0.07,0.16,0.30,0.55,0.45,0.55,0.55,0.62,1.00",15,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask, Related searches"
東方 mbti,Informational,480,"1.00,1.00,1.00,0.81,0.81,0.66,0.66,0.66,0.66,0.81,0.81,0.66",32,0.00,0.33,"Image pack, People also ask, Related searches"
enfpと相性がいいmbti,Informational,390,"0.21,0.26,0.21,0.17,0.17,0.32,0.48,0.48,0.59,0.88,1.00,1.00",17,0.01,0.03,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches"
isfpと相性がいいmbti,Informational,390,"0.20,0.20,0.13,0.11,0.11,0.20,0.30,0.37,0.55,0.55,1.00,1.00",23,0.15,0.01,"Sitelinks, AI Overview, Video, People also ask, Related searches"
mbti database,Informational,390,"0.81,0.67,0.67,0.81,0.67,0.81,1.00,0.67,0.54,0.35,0.44,0.35",20,0.00,0.33,"Image pack, Video, Related searches"
mbti in,Informational,390,"1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.67,0.81,1.00,1.00",22,0.57,0.01,"Image pack, Video, People also ask, Related searches"
mbti intj 相性,Informational,390,"0.81,1.00,0.81,1.00,0.67,0.67,0.67,0.67,0.67,0.81,0.67,0.54",15,0.01,0.01,"Sitelinks, Image pack, Video, People also ask, Related searches"
mbti tf,Informational,390,"0.81,1.00,0.81,0.67,1.00,0.81,0.67,0.54,0.81,0.81,1.00,1.00",12,0.00,0.33,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti なに,Informational,390,"0.81,0.81,0.66,0.81,0.66,0.66,0.66,0.54,0.81,0.81,1.00,0.81",32,0.21,0.04,"Featured snippet, Video, Video carousel, People also ask, Related searches"
mbti アイコン,Informational,390,"1.00,0.66,0.66,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.44,0.36",28,0.00,0.33,"Image, Image pack, People also ask, Related searches"
mbti ユング,Informational,390,"0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.54,0.67,0.81,1.00,0.81",32,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches"
mbti 漫画,Informational,390,"0.81,1.00,0.67,1.00,0.67,0.67,0.81,0.67,0.67,0.67,0.81,0.54",32,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches"
mbti 相性 intp,Informational,390,"1.00,1.00,1.00,0.81,0.67,0.81,0.67,0.44,0.44,0.67,0.23,0.23",14,0.00,0.33,"Sitelinks, Video, Video carousel, People also ask, Related searches"
mbti 論文,Informational,390,"0.81,0.36,0.54,1.00,0.81,0.66,0.66,0.29,0.24,0.66,0.66,0.66",13,0.00,0.33,"Image pack, People also ask, Related searches"
mbti 韓国,Informational,390,"1.00,1.00,1.00,0.67,0.54,0.54,0.67,0.81,0.54,0.54,0.67,0.54",14,0.00,0.01,"Sitelinks, AI Overview, Image pack, Video, People also ask"
